ID1	ID2	Date	Time
Inbred_line	CA1100L59	20180504	152201
Inbred_line	CA1100L50	20180504	154229
Inbred_line	CA1100L57	20180504	160440
Inbred_line	CA3100L12	20180504	163531
Inbred_line	GA250L2	20180514	103526
Inbred_line	GA150L12	20180514	105553
Inbred_line	A6140L31	20180514	111647
Inbred_line	A6140L74	20180514	113716
Inbred_line	CA1100L11	20180514	115739
Inbred_line	GA150L11	20180514	121820
Inbred_line	A6140L75	20180514	123855
Inbred_line	CA1100L120	20180514	125934
Inbred_line	A6140L114	20180514	132027
Inbred_line	A6140L70	20180514	134058
Inbred_line	CA1100L8	20180514	140135
Inbred_line	CA1100L3	20180514	142227
Inbred_line	A6140L2	20180514	144252
Inbred_line	CA1100L80	20180514	150557
Inbred_line	CA2100L99	20180514	152629
Inbred_line	GA450L38	20180514	154912
Inbred_line	CA1100L40	20180514	160942
Inbred_line	CA2100L82	20180514	163335
Inbred_line	GA450L10	20180518	100009
Inbred_line	CA2100L10	20180518	103848
Inbred_line	A6140L85	20180518	111214
Inbred_line	CA1100L97	20180518	113618
Inbred_line	CA3100L97	20180518	120043
Inbred_line	GA150L41	20180518	122112
Inbred_line	GA250L24	20180518	124143
Inbred_line	GA450L4	20180518	131023
Inbred_line	CA3100L38	20180518	133051
Inbred_line	CA3100L30	20180518	135124
Inbred_line	CA3100L86	20180518	141202
Inbred_line	A6140L35	20180518	143819
Inbred_line	GA250L35	20180518	145853
Inbred_line	CA1100L29	20180518	154250
Inbred_line	A6140L62	20180518	160528
Inbred_line	CA3100L31	20180518	162600
Inbred_line	CA2100L41	20180518	164713
Inbred_line	CA2100L11	20180518	170735
Inbred_line	CA3100L105	20180521	100059
Inbred_line	A6140L90	20180521	102126
Inbred_line	GA250L36	20180521	104200
Inbred_line	CA3100L44	20180521	112117
Inbred_line	CA3100L101	20180521	114233
Inbred_line	CA2100L103	20180521	120633
Inbred_line	GA150L39	20180521	123024
Inbred_line	CA1100L52	20180521	125346
Inbred_line	CA1100L118	20180525	94707
Inbred_line	A6140L179	20180525	100738
Inbred_line	CA3100L111	20180525	103746
Inbred_line	CA3100L107	20180525	110135
Inbred_line	CA2100L50	20180525	112215
Inbred_line	CA2100L114	20180525	114243
Inbred_line	CA3100L33	20180525	120339
Inbred_line	CA3100L8	20180525	123113
Inbred_line	CA2100L42	20180525	125542
Inbred_line	GA250L51	20180525	141621
Inbred_line	CA3100L110	20180525	143743
Inbred_line	CA1100L31	20180525	145827
Inbred_line	GA450L16	20180525	152447
Inbred_line	CA2100L16	20180525	154745
Inbred_line	GA150L56	20180525	160954
Inbred_line	GA250L49	20180525	163036
Inbred_line	CA3100L19	20180525	165102
Inbred_line	CA3100L36	20180525	171433
Inbred_line	CA2100L7	20180528	100708
Inbred_line	CA3100L85	20180528	102754
Inbred_line	CA1100L60	20180528	115918
Inbred_line	CA3100L11	20180528	122418
Inbred_line	CA2100L46	20180528	124440
Inbred_line	CA3100L63	20180528	134435
Inbred_line	CA2100L52	20180528	140459
Inbred_line	CA1100L18	20180528	144825
Inbred_line	CA1100L25	20180528	151313
Inbred_line	CA3100L100	20180528	160659
Inbred_line	CA3100L94	20180528	162719
Inbred_line	CA1100L117	20180601	94506
Inbred_line	CA2100L49	20180601	101310
Inbred_line	CA1100L53	20180601	105339
Inbred_line	CA1100L77	20180601	112436
Inbred_line	CA2100L90	20180601	115352
Inbred_line	CA3100L32	20180601	122618
Inbred_line	CA1100L38	20180601	130235
Inbred_line	CA1100L39	20180601	135043
Inbred_line	CA1100L59	20180601	141117
Inbred_line	CA3100L3	20180601	143159
Inbred_line	CA1100L61	20180601	150942
Inbred_line	A6140L234	20180601	153010
Inbred_line	CA3100L103	20180601	161956
Inbred_line	CA3100L24	20180601	164159
Inbred_line	CA2100L22	20180601	170403
Inbred_line	CA3100L52	20180601	173236
Population	CA3100noML0_herm	20181112	102812
Population	CA3100noML0_male	20181112	102812
WI	CB4852L0	20181112	104927
Population	A660L0_herm	20181112	110953
Population	A660L0_male	20181112	110953
WI	MY16L0	20181112	113022
WI	AB1L0	20181112	115137
Population	A6140L0_herm	20181112	121212
Population	A6140L0_male	20181112	121212
Population	A0noML0_herm	20181112	123238
Population	A0noML0_male	20181112	123238
Population	CA350L0_herm	20181112	125305
Population	CA350L0_male	20181112	125305
Population	CA3100L0_herm	20181112	131349
Population	CA3100L0_male	20181112	131349
Population	A6140noML0_herm	20181112	133556
Population	A6140noML0_male	20181112	133556
WI	CB4858L0	20181112	135856
Population	CA350noML0_herm	20181112	142008
Population	CA350noML0_male	20181112	142008
Population	A660noML0_herm	20181112	144136
Population	A660noML0_male	20181112	144136
Population	CA1100L0_herm	20181112	150621
Population	CA1100L0_male	20181112	150621
WI	PB306L0	20181112	152648
WI	JU319L0	20181112	154748
Population	A0L0_herm	20181112	160811
Population	A0L0_male	20181112	160811
Population	CA1100noML0_herm	20181112	163546
Population	CA1100noML0_male	20181112	163546
WI	JU400L0	20181116	102845
WI	CB4855L0	20181116	105339
Population	CA1100noML0_herm	20181116	111649
Population	CA1100noML0_male	20181116	111649
Population	A4140L0_herm	20181116	113941
Population	A4140L0_male	20181116	113941
Population	A460noML0_herm	20181116	120226
Population	A460noML0_male	20181116	120226
WI	N2ancL0	20181116	122430
WI	PX179L0	20181116	124630
Population	CA2100noML0_herm	20181116	130831
Population	CA2100noML0_male	20181116	130831
Population	CA250noML0_herm	20181116	133112
Population	CA250noML0_male	20181116	133112
WI	JU345L0	20181116	135253
Population	A560L0_herm	20181116	141555
Population	A560L0_male	20181116	141555
Population	A4140noML0_herm	20181116	153046
Population	A4140noML0_male	20181116	153046
Population	CA250L0_herm	20181116	162826
Population	CA250L0_male	20181116	162826
Population	CA2100L0_herm	20181116	164940
Population	CA2100L0_male	20181116	164940
Population	CA1100L0_herm	20181116	171007
Population	CA1100L0_male	20181116	171007
Population	A460L0_herm	20181116	173211
Population	A460L0_male	20181116	173211
Population	A560noML0_herm	20181116	175339
Population	A560noML0_male	20181116	175339
WI	CB4507L0	20181119	100813
Population	A460L0_herm	20181119	102914
Population	A460L0_male	20181119	102914
WI	AB1L0	20181119	104940
Population	CA350L0_herm	20181119	111011
Population	CA350L0_male	20181119	111011
Population	A0L0_herm	20181119	113048
Population	A0L0_male	20181119	113048
Population	A560noML0_herm	20181119	115336
Population	A560noML0_male	20181119	115336
Population	CA150noML0_herm	20181119	121453
Population	CA150noML0_male	20181119	121453
Population	CA150L0_herm	20181119	123638
Population	CA150L0_male	20181119	123638
Population	A560L0_herm	20181119	125857
Population	A560L0_male	20181119	125857
WI	PX174L0	20181119	131941
Population	A5140L0_herm	20181119	134103
Population	A5140L0_male	20181119	134103
WI	JU319L0	20181119	140253
WI	MY1L0	20181119	142456
WI	CB4858L0	20181119	144618
Population	CA350noML0_herm	20181119	150725
Population	CA350noML0_male	20181119	150725
Population	A0noML0_herm	20181119	153727
Population	A0noML0_male	20181119	153727
Population	A460noML0_herm	20181119	161058
Population	A460noML0_male	20181119	161058
Population	A5140noML0_herm	20181119	170259
Population	A5140noML0_male	20181119	170259
Population	A5140noML0_herm	20181123	90657
Population	A5140noML0_male	20181123	90657
WI	PB306L0	20181123	92735
Population	CA2100noML0_herm	20181123	94846
Population	CA2100noML0_male	20181123	94846
Population	CA150L0_herm	20181123	100918
Population	CA150L0_male	20181123	100918
Population	CA2100L0_herm	20181123	102949
Population	CA2100L0_male	20181123	102949
WI	RC301L0	20181123	105040
Population	A5140L0_herm	20181123	111409
Population	A5140L0_male	20181123	111409
WI	CB4856L0	20181123	114421
WI	CB4852L0	20181123	120638
Population	CA250L0_herm	20181123	122939
Population	CA250L0_male	20181123	122939
WI	MY16L0	20181123	125338
Population	CA3100L0_herm	20181123	131523
Population	CA3100L0_male	20181123	131523
Population	CA3100noML0_herm	20181123	134057
Population	CA3100noML0_male	20181123	134057
Population	A4140noML0_herm	20181123	140203
Population	A4140noML0_male	20181123	140203
Population	A4140L0_herm	20181123	142555
Population	A4140L0_male	20181123	142555
Population	CA150noML0_herm	20181123	145542
Population	CA150noML0_male	20181123	145542
WI	PX179L0	20181123	154836
Population	CA250noML0_herm	20181123	170615
Population	CA250noML0_male	20181123	170615
WI	N2ancL0	20181126	83603
WI	JU400L0	20181126	90113
Population	A660L0_herm	20181126	92527
Population	A660L0_male	20181126	92527
WI	MY1L0	20181126	94627
WI	PX174L0	20181126	100803
WI	JU345L0	20181126	103741
WI	RC301L0	20181126	105823
WI	CB4507L0	20181126	114354
Population	A660noML0_herm	20181126	120507
Population	A660noML0_male	20181126	120507
Population	A6140L0_herm	20181126	122940
Population	A6140L0_male	20181126	122940
Population	A6140noML0_herm	20181126	125021
Population	A6140noML0_male	20181126	125021
WI	CB4855L0	20181126	144849
WI	CB4856L0	20181126	163202
Population	A6140L0_herm	20190304	84938
Population	A6140L0_male	20190304	84938
Population	A410L0_herm	20190304	91120
Population	A410L0_male	20190304	91120
Population	A110L0_herm	20190304	93151
Population	A110L0_male	20190304	93151
Population	CA35L0_herm	20190304	95748
Population	CA35L0_male	20190304	95748
Population	CA15L0_herm	20190304	101822
Population	CA15L0_male	20190304	101822
Population	CA110L0_herm	20190304	104003
Population	CA110L0_male	20190304	104003
Population	A360L0_herm	20190304	110029
Population	A360L0_male	20190304	110029
Population	A310L0_herm	20190304	112304
Population	A310L0_male	20190304	112304
Population	A160L0_herm	20190304	114340
Population	A160L0_male	20190304	114340
Population	CA310L0_herm	20190304	120415
Population	CA310L0_male	20190304	120415
Population	CA336L0_herm	20190304	122501
Population	CA336L0_male	20190304	122501
Population	A6100L0_herm	20190304	124534
Population	A6100L0_male	20190304	124534
Population	A210L0_herm	20190304	130558
Population	A210L0_male	20190304	130558
Population	CA136L0_herm	20190304	132626
Population	CA136L0_male	20190304	132626
Population	CA268L0_herm	20190304	134659
Population	CA268L0_male	20190304	134659
Population	A510L0_herm	20190304	140736
Population	A510L0_male	20190304	140736
Population	A610L0_herm	20190304	142814
Population	A610L0_male	20190304	142814
Population	OF5L0_herm	20190304	145046
Population	OF5L0_male	20190304	145046
Population	CA566L0_herm	20190304	153153
Population	CA566L0_male	20190304	153153
Population	CA236L0_herm	20190308	82024
Population	CA236L0_male	20190308	82024
Population	A330L0_herm	20190308	84102
Population	A330L0_male	20190308	84102
Population	CA432L0_herm	20190308	90130
Population	CA432L0_male	20190308	90130
Population	A4100L0_herm	20190308	92258
Population	A4100L0_male	20190308	92258
Population	CA632L0_herm	20190308	94427
Population	CA632L0_male	20190308	94427
Population	A6140L0_herm	20190308	100450
Population	A6140L0_male	20190308	100450
Population	CA466L0_herm	20190308	102516
Population	CA466L0_male	20190308	102516
Population	A430L0_herm	20190308	104808
Population	A430L0_male	20190308	104808
Population	CA168L0_herm	20190308	110842
Population	CA168L0_male	20190308	110842
Population	CA310L0_herm	20190308	112938
Population	CA310L0_male	20190308	112938
Population	A2100L0_herm	20190308	115004
Population	A2100L0_male	20190308	115004
Population	A5100L0_herm	20190308	121037
Population	A5100L0_male	20190308	121037
Population	A230L0_herm	20190308	123121
Population	A230L0_male	20190308	123121
Population	A3100L0_herm	20190308	125444
Population	A3100L0_male	20190308	125444
Population	CA368L0_herm	20190308	141447
Population	CA368L0_male	20190308	141447
Population	A260L0_herm	20190308	143531
Population	A260L0_male	20190308	143531
Population	CA210L0_herm	20190308	145741
Population	CA210L0_male	20190308	145741
Population	A130L0_herm	20190308	151959
Population	A130L0_male	20190308	151959
Population	A1100L0_herm	20190308	154029
Population	A1100L0_male	20190308	154029
Population	CA532L0_herm	20190308	160057
Population	CA532L0_male	20190308	160057
Population	CA368L0_herm	20190311	83503
Population	CA368L0_male	20190311	83503
Population	CA136L0_herm	20190311	85531
Population	CA136L0_male	20190311	85531
Population	CA632L0_herm	20190311	91536
Population	CA632L0_male	20190311	91536
Population	CA25L0_herm	20190311	93614
Population	CA25L0_male	20190311	93614
Population	CA466L0_herm	20190311	95648
Population	CA466L0_male	20190311	95648
Population	A6140L0_herm	20190311	101714
Population	A6140L0_male	20190311	101714
Population	OF5L0_herm	20190311	103838
Population	OF5L0_male	20190311	103838
Population	CA35L0_herm	20190311	105931
Population	CA35L0_male	20190311	105931
Population	CA236L0_herm	20190311	112004
Population	CA236L0_male	20190311	112004
Population	A310L0_herm	20190311	114028
Population	A310L0_male	20190311	114028
Population	A5100L0_herm	20190311	122205
Population	A5100L0_male	20190311	122205
Population	CA566L0_herm	20190311	124238
Population	CA566L0_male	20190311	124238
Population	CA15L0_herm	20190311	130314
Population	CA15L0_male	20190311	130314
Population	A510L0_herm	20190311	132411
Population	A510L0_male	20190311	132411
Population	A110L0_herm	20190311	134436
Population	A110L0_male	20190311	134436
Population	CA432L0_herm	20190311	140556
Population	CA432L0_male	20190311	140556
Population	A4100L0_herm	20190311	142704
