exper_data_id	pop_label	data_group_name	mean_still	mean_forward	mean_backward	date_str	time_str
B308-20190311_105931_proc_male	CA35L0_male	B308	-2.0561877606407	1.38205940093727	-2.34768671351448	20190311	105931
B308-20190311_112004_proc_herm	CA236L0_herm	B308	-0.293799143903299	0.0841048321162533	-2.90489433428703	20190311	112004
B308-20190311_112004_proc_male	CA236L0_male	B308	-1.71912820188494	1.17665468758564	-2.39348649135072	20190311	112004
B308-20190311_114028_proc_herm	A310L0_herm	B308	-0.544835483476178	0.35683489492714	-3.06292999571618	20190311	114028
B308-20190311_114028_proc_male	A310L0_male	B308	-1.79565311451016	1.22220801208293	-2.37412644432277	20190311	114028
B308-20190311_122205_proc_herm	A5100L0_herm	B308	-0.400521824372789	0.245883632061827	-3.24104627468543	20190311	122205
B308-20190311_122205_proc_male	A5100L0_male	B308	-1.69063663180049	1.12962913751544	-2.33162533234545	20190311	122205
B308-20190311_124238_proc_herm	CA566L0_herm	B308	-0.862815152435782	0.65685384605483	-3.06216457947542	20190311	124238
B308-20190311_124238_proc_male	CA566L0_male	B308	-2.22015411470109	1.42477004367195	-2.24294569284945	20190311	124238
B308-20190311_130314_proc_herm	CA15L0_herm	B308	-0.669481522878559	0.444831499198277	-2.90356978790811	20190311	130314
B308-20190311_130314_proc_male	CA15L0_male	B308	-2.10169048957639	1.37388224101573	-2.27682340175261	20190311	130314
B308-20190311_132411_proc_herm	A510L0_herm	B308	-0.608585387011857	0.39544705845741	-2.94391773101883	20190311	132411
B308-20190311_132411_proc_male	A510L0_male	B308	-1.97632657025163	1.30345508846342	-2.29097545590343	20190311	132411
B308-20190311_134436_proc_herm	A110L0_herm	B308	-0.157877359641303	-0.115021314543817	-2.61607136145531	20190311	134436
B308-20190311_134436_proc_male	A110L0_male	B308	-2.08334562813057	1.28838282246298	-2.1386081865892	20190311	134436
B308-20190311_140556_proc_herm	CA432L0_herm	B308	-0.464490736019159	0.292295257506636	-3.13914821714062	20190311	140556
B308-20190311_140556_proc_male	CA432L0_male	B308	-1.98828899430086	1.3216019034455	-2.3122449311896	20190311	140556
B308-20190311_142704_proc_herm	A4100L0_herm	B308	-0.40854897951634	0.21663121814839	-3.01410060855789	20190311	142704
B308-20190311_142704_proc_male	A4100L0_male	B308	-2.16979567026871	1.46633463889468	-2.37621441248732	20190311	142704
B308-20190311_154518_proc_herm	CA336L0_herm	B308	-0.347113610503688	0.130271175472039	-2.87515196262791	20190311	154518
B308-20190311_154518_proc_male	CA336L0_male	B308	-1.75729781236423	1.22951299944942	-2.45412277684824	20190311	154518
B308-20190311_160627_proc_herm	A410L0_herm	B308	-0.527488770444362	0.216365322498556	-2.51207613151839	20190311	160627
B308-20190311_160627_proc_male	A410L0_male	B308	-2.11201272730891	1.11843019028554	-1.8289125991664	20190311	160627
B308-20190311_163144_proc_herm	A430L0_herm	B308	-1.10010860405431	0.898015396864525	-3.18487312949686	20190311	163144
B308-20190311_163144_proc_male	A430L0_male	B308	-2.06484235915875	1.4178315922645	-2.40964016034	20190311	163144
B309-20190315_084554_proc_herm	A6100L0_herm	B309	-0.210719763554543	-0.000976227239015282	-2.88840098751863	20190315	084554
B309-20190315_084554_proc_male	A6100L0_male	B309	-1.93668026758708	1.34361463237923	-2.4301374697116	20190315	084554
B309-20190315_090630_proc_herm	A230L0_herm	B309	-0.0737766996525823	-0.108748515412775	-3.04126291990789	20190315	090630
B309-20190315_090630_proc_male	A230L0_male	B309	-1.74968686954162	1.13439875997003	-2.25099651894778	20190315	090630
B309-20190315_092705_proc_herm	CA168L0_herm	B309	-0.236188225401849	0.00184250410624161	-2.78183954091818	20190315	092705
B309-20190315_092705_proc_male	CA168L0_male	B309	-1.80430443379544	1.22718886855388	-2.37183327092871	20190315	092705
